Year,Country,Nationality,Quarter,Duration,Mode,Package,Gender,Age Group,Purpose,Visits (000),Nights (000),Spend (£m),Sample
2021,Other areas / unknown,Other areas / unknown,Apr-Jun,Not Known,Sea,Independent,Unknown,Not Known,Holiday,0,0,1.624882,1
2021,Other areas / unknown,Other areas / unknown,Apr-Jun,Not Known,Air,Independent,Unknown,Not Known,Holiday,0,0,5.307542,1
2021,Other Africa,Other Africa,Apr-Jun,Not Known,Air,Independent,Female,25-34,Transit,0,0,0,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Non-Independent,Female,35-44,VFR,0.062898,1.195062,0.121833426,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Female,Not Known,Business,0.118041,2.124738,0.237852615,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.18571,16.414026,0.192682438,3
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.03216,0.67536,0.0969624,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.125272,10.300112,0.248804848,3
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.080922,13.760712,0.13037583,2
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Misc.,0.088096,2.466688,0.13346544,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.03216,0.6432,0.0648024,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.095058,20.330274,0.00785787,2
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.07796,2.7286,0.15732328,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Study,0.079108,7.040612,5.370088364,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.03216,0.70752,0.0165624,1
2021,Other Africa,Other Africa,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Study,0.16859,25.988791,0.69065285,2
2021,Other Africa,Other Africa,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,VFR,0.03216,0.45024,0.0020904,1
2021,Other Africa,Pakistan,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Misc.,0.050224,1.657392,0.18005304,1
2021,Other Africa,Philippines,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0.00082293,1
2021,Other Africa,Hungary,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.071578,1.503138,0.05117827,1
2021,Other Africa,Romania,Apr-Jun,Not Known,Air,Independent,Male,0-15,Transit,0,0,0.00045586,1
2021,Other Africa,Portugal,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Holiday,0.083897,3.104189,0.001258455,1
2021,Other Africa,Netherlands,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.048762,12.1905,0.09825543,1
2021,Other Africa,Germany,Apr-Jun,Not Known,Air,Independent,Female,16-24,Transit,0,0,0,1
2021,Other Africa,Germany,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Business,0.038258,0.76516,0.139909506,1
2021,Other Africa,Germany,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.043457,8.734857,0.083220155,1
2021,Other Africa,France,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.071578,1.07367,0.28738567,1
2021,Other Africa,UK,Apr-Jun,15+ nights,Air,Independent,Female,55-64,Misc.,0.03216,2.50848,0.0109344,1
2021,Other Africa,UK,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.062898,2.012736,0.03239247,1
2021,Other Africa,UK,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.062898,1.320858,0.152087364,1
2021,Other Africa,UK,Apr-Jun,8-14 nights,Air,Non-Independent,Male,45-54,Business,0.182354,1.82354,0.349390264,1
2021,Other Africa,UK,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.03216,0.35376,0.1291224,1
2021,Other Africa,UK,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,VFR,0.071578,0.214734,0.07265167,1
2021,Kenya,Kenya,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.105348,18.857292,0.00158022,1
2021,Kenya,Kenya,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.088096,9.073888,0.2400616,1
2021,Kenya,Kenya,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Study,0.142006,15.504574,0.66184169,2
2021,Kenya,Finland,Apr-Jun,Not Known,Air,Independent,Male,55-64,Transit,0,0,0.0022285,1
2021,Kenya,UK,Apr-Jun,15+ nights,Air,Non-Independent,Female,35-44,VFR,0.062898,3.1449,0.059878896,1
2021,Kenya,UK,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.062898,9.937884,0.00094347,1
2021,Kenya,UK,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.038258,0.803418,0.03883187,1
2021,Kenya,UK,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,VFR,0.062898,0.62898,0.06384147,1
2021,Nigeria,Nigeria,Apr-Jun,Not Known,Air,Independent,Male,45-54,Transit,0,0,0,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Non-Independent,Female,25-34,Misc.,0.118041,3.305148,0.037064874,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.224191,36.50825,0.014974815,4
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,55-64,Misc.,0.095058,2.84463,0.25122387,2
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.541069,22.254126,1.501069879,9
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Misc.,0.140311,17.321143,0.910739465,2
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.273079,16.201326,0.385957185,8
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Holiday,0.03216,0.51456,0.0262104,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,35-44,Misc.,0.095058,4.105434,2.72311794,2
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.367089,21.154269,0.816303485,7
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,35-44,Holiday,0.077413,1.238608,0.117280695,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Misc.,0.03216,0.6432,0.08834352,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.159567,8.521371,0.138328365,4
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Holiday,0.085424,2.502944,0.15856596,2
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Study,0.03216,5.3064,0.0036984,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.068822,2.54062,0.05287393,2
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,0-15,VFR,0.062898,3.270696,0.00157245,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.127218,6.284658,0.05747727,3
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,65+,Holiday,0.03216,0.6432,0.0648024,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.213311,20.95528,0.116540565,4
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Misc.,0.11012,4.07256,0.29402252,2
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.334929,21.679542,0.801680157,6
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.03216,1.41504,0.3220824,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Holiday,0.07796,2.41676,0.1960694,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.16388,4.309732,0.26612002,4
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Holiday,0.164916,8.163342,0.51371334,2
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.157956,10.82436,0.30028686,3
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Holiday,0.082458,1.484244,0.07544907,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Study,0.03216,7.62192,5.77313808,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.077413,7.431648,0.068587918,1
2021,Nigeria,Nigeria,Apr-Jun,15+ nights,Air,Independent,Unknown,Not Known,VFR,0.062898,1.195062,0.120072282,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Unknown,Not Known,VFR,0.03216,0.28944,0.03068064,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,Misc.,0.077413,1.083782,0.155987195,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.068822,0.830366,0.12034533,2
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,Holiday,0.092743,1.112916,0.063250726,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,Business,0.03216,0.45024,0.0197784,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,Holiday,0.036662,0.476606,0.05187673,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,Misc.,0.062898,0.62898,0.31543347,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,VFR,0.082458,0.742122,0.24861087,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,65+,Holiday,0.036662,0.36662,0.04857715,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,Misc.,0.036662,0.36662,0.07387393,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.036662,0.36662,0.03721193,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,Business,0.03216,0.25728,0.0326424,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,Holiday,0.062898,0.754776,0.31543347,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.218271,2.167648,0.137842265,3
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Business,0.036662,0.513268,0.18385993,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Holiday,0.03216,0.25728,0.1612824,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.036662,0.403282,0.05554293,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,Business,0.082458,1.154412,0.08369487,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,Holiday,0.062898,0.880572,0.27266283,1
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,VFR,0.06992,0.67264,0.0441208,2
2021,Nigeria,Nigeria,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,Holiday,0.145356,1.972086,0.399824322,2
2021,Nigeria,Nigeria,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,VFR,0.03216,0.19296,0.0020904,1
2021,Nigeria,Nigeria,Apr-Jun,4-7 nights,Air,Independent,Female,35-44,VFR,0.160418,0.962508,0.32774027,2
2021,Nigeria,Nigeria,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,VFR,0.109573,0.670531,0.420009845,2
2021,Nigeria,Nigeria,Apr-Jun,4-7 nights,Air,Independent,Male,16-24,VFR,0.036662,0.219972,0.06654153,1
2021,Nigeria,Nigeria,Apr-Jun,1-3 nights,Air,Independent,Female,45-54,Misc.,0.063087,0.063087,0.011671095,1
2021,Nigeria,Nigeria,Apr-Jun,1-3 nights,Air,Independent,Female,16-24,VFR,0.03216,0.09648,0.0020904,1
2021,Nigeria,Nigeria,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Misc.,0.033123,0.033123,0.001159305,1
2021,Nigeria,Nigeria,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,VFR,0.036662,0.109986,0.00421613,1
2021,Nigeria,Nigeria,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Misc.,0.033123,0.033123,0.001490535,1
2021,Nigeria,India,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.03216,0.67536,0.0213864,1
2021,Nigeria,USA,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.063087,1.198653,0.190207305,1
2021,Nigeria,Irish Republic,Apr-Jun,Not Known,Air,Independent,Male,45-54,Transit,0,0,0.0031449,1
2021,Nigeria,Netherlands,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Misc.,0.062898,0.94347,0.116235504,1
2021,Nigeria,UK,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.036662,8.542246,0.00054993,1
2021,Nigeria,UK,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Misc.,0.062898,1.132164,0.00094347,1
2021,Nigeria,UK,Apr-Jun,15+ nights,Air,Independent,Male,Not Known,VFR,0.062898,3.1449,0.066231594,1
2021,Nigeria,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.036662,0.843226,0.03721193,1
2021,Nigeria,UK,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.03216,0.35376,0.0069144,1
2021,Nigeria,UK,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.077413,1.083782,0.078574195,1
2021,Nigeria,UK,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,VFR,0.082458,0.41229,0.04246587,1
2021,Nigeria,UK,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,VFR,0.03216,0.03216,0.00890832,1
2021,Nigeria,UK,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Business,0.03216,0.09648,0.0326424,1
2021,Other Southern Africa,UK,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.063087,5.614743,0.064033305,1
2021,Other Southern Africa,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.068715,2.542455,0.138460725,1
2021,Other Southern Africa,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.059732,3.58392,0.06062798,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.349522,68.15386,0.97669653,4
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.060382,2.596426,0.01298213,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.060563,8.357694,0.092116323,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.068715,1.305585,0.014773725,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.060563,1.21126,0.115978145,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Misc.,0.068715,1.09944,0.344605725,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.057354,6.194232,0.028906416,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Business,0.060382,0.90573,0.15186073,1
2021,South Africa,South Africa,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.074539,2.310709,0.038387585,1
2021,South Africa,South Africa,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.106968,1.390584,0.02299812,1
2021,South Africa,USA,Apr-Jun,8-14 nights,Tunnel,Non-Independent,Female,45-54,Misc.,0.071718,0.573744,0.0071718,1
2021,South Africa,UK,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.144954,11.041996,0.23771991,2
2021,South Africa,UK,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.074316,7.357284,0.14974674,1
2021,South Africa,UK,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.143254,28.119684,0.32592631,2
2021,South Africa,UK,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.143031,23.649702,0.444044325,2
2021,South Africa,UK,Apr-Jun,8-14 nights,Tunnel,Independent,Male,25-34,VFR,0.071718,0.71718,0,1
2021,Pakistan,Pakistan,Apr-Jun,Not Known,Air,Independent,Female,35-44,Transit,0,0,0,1
2021,Pakistan,Pakistan,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.092168,4.331896,0.00138252,1
2021,Pakistan,Pakistan,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.157148,18.332106,0.08905922,2
2021,Pakistan,Pakistan,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.070446,4.649436,0.024515208,1
2021,Pakistan,Pakistan,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.157587,37.017042,0.218230098,2
2021,Pakistan,Pakistan,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.132228,26.4456,0.20032542,1
2021,Pakistan,Pakistan,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Misc.,0.125078,12.690398,0.33139297,2
2021,Pakistan,Pakistan,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Study,0.109262,17.591182,0.30757253,1
2021,Pakistan,Pakistan,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.035947,0.395417,0.022107405,1
2021,Pakistan,Canada,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.070446,3.029178,0.28284069,1
2021,Pakistan,Canada,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,Misc.,0.070446,0.070446,0.00105669,1
2021,Pakistan,USA,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.048672,1.022112,0.067800096,1
2021,Pakistan,Germany,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Business,0.088615,2.65845,0.067790475,1
2021,Pakistan,UK,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.124796,20.965728,0.37625994,1
2021,Pakistan,UK,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.111637,6.117376,0.026262555,2
2021,India,Nigeria,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Holiday,0.070446,2.536056,0.21239469,1
2021,India,India,Apr-Jun,Not Known,Air,Independent,Male,45-54,Transit,0,0,0.00141218,1
2021,India,India,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0,2
2021,India,India,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0,2
2021,India,India,Apr-Jun,15+ nights,Tunnel,Independent,Male,25-34,Study,0.083622,17.226132,0.826770714,1
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.298479,27.134688,0.248338335,4
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.212786,32.815816,0.16574119,4
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.227157,14.250798,0.656574555,3
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.234514,16.783885,0.188922474,4
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.280088,15.074248,0.20239732,5
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Study,0.086702,5.115418,0.08800253,1
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,Not Known,Study,0.070446,14.0892,0.56462469,1
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.269007,28.310987,0.142469823,4
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.217819,19.934903,0.094919485,4
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.070446,1.127136,0.52940169,1
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Misc.,0.140892,31.771146,0.73122948,2
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.14234,7.742832,0.0697104,3
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Holiday,0.035947,5.535838,0.270141705,1
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.111426,11.736006,0.03732399,2
2021,India,India,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Study,0.070446,5.494788,0.21239469,1
2021,India,India,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.070446,0.70446,0.00105669,1
2021,India,India,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.070446,0.986244,0.00634014,1
2021,India,India,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,VFR,0.04098,0.53274,0.0006147,1
2021,India,India,Apr-Jun,1-3 nights,Air,Independent,Male,65+,VFR,0.070446,0.211338,0.03627969,1
2021,India,India,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Misc.,0.146547,0.146547,0.008353179,1
2021,India,India,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Misc.,0.076927,0.076927,0.001153905,2
2021,India,India,Apr-Jun,1-3 nights,Air,Independent,Male,16-24,Study,0.086702,0.173404,0.00303457,1
2021,India,Singapore,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.04098,7.82718,0.1235547,1
2021,India,Mexico,Apr-Jun,Not Known,Air,Independent,Female,35-44,Transit,0,0,0,1
2021,India,Portugal,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.070446,22.89495,0.02923509,1
2021,India,UK,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.081999,2.541969,0.042229485,1
2021,India,UK,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Misc.,0.035947,0.071894,0.003055495,1
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.140732,5.920454,0.02540448,2
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.063087,2.712741,0.038798505,1
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.063087,1.766436,0.032489805,1
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.063087,1.829523,0.064033305,1
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.126174,2.208045,0.041826681,2
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Holiday,0.077645,1.319965,0.156454675,1
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.074665,2.911935,0.086238075,1
2021,Israel,Israel,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.152743,8.317995,0.009015345,2
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Non-Independent,Male,35-44,Business,0.071578,0.644202,0.01181037,1
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Independent,Female,65+,VFR,0.140732,1.596581,0.11129948,2
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Independent,Female,55-64,VFR,0.174512,2.220318,0.01208073,2
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,Business,0.077645,0.77645,0.195277175,1
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Independent,Female,16-24,VFR,0.063087,0.883218,0.007255005,1
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Independent,Male,65+,VFR,0.140732,1.56261,0.10547628,2
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.063087,0.820131,0.048261555,1
2021,Israel,Israel,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.063087,0.883218,0.043025334,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Non-Independent,Male,35-44,Business,0.077645,0.31058,0.0714334,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,VFR,0.063087,0.378522,0.064033305,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Female,45-54,VFR,0.140732,0.689102,0.121835009,2
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Female,35-44,VFR,0.063087,0.252348,0.013563705,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Female,35-44,Holiday,0.063087,0.378522,0.055327299,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Female,25-34,VFR,0.140732,0.985124,0.03656608,2
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Female,16-24,VFR,0.106544,0.53272,0.052552069,2
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Female,16-24,Holiday,0.242648,1.455888,0.06430172,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,VFR,0.126174,0.567783,0.086933886,2
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,Holiday,0.063087,0.315435,0.095576805,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,Business,0.063087,0.441609,0.091980846,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,Holiday,0.252157,1.430824,0.383373105,3
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,VFR,0.189261,1.072479,0.054570255,3
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,Holiday,0.111425,0.4457,0.224521375,1
2021,Israel,Israel,Apr-Jun,4-7 nights,Air,Independent,Male,16-24,Holiday,0.063087,0.252348,0.076650705,1
2021,Israel,Israel,Apr-Jun,1-3 nights,Air,Independent,Female,55-64,VFR,0.063087,0.189261,0.016718055,1
2021,Israel,Israel,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,VFR,0.063087,0.189261,0.010409355,1
2021,Israel,Israel,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Business,0.146243,0.146243,0.060382145,2
2021,Israel,Israel,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,VFR,0.077645,0.15529,0.001164675,1
2021,Israel,Canada,Apr-Jun,Not Known,Air,Independent,Female,35-44,Transit,0,0,0,1
2021,Israel,USA,Apr-Jun,Not Known,Air,Independent,Male,45-54,Transit,0,0,0,1
2021,Israel,USA,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.084926,1.613594,0.06072209,1
2021,Israel,Russia,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0,1
2021,Israel,Romania,Apr-Jun,4-7 nights,Tunnel,Independent,Male,55-64,Business,0.074675,0.373375,0.014935,1
2021,Israel,Switzerland,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.063087,0.946305,0.221750805,1
2021,Israel,France,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.063087,1.198653,0.086113755,1
