Year,Country,Nationality,Quarter,Duration,Mode,Package,Gender,Age Group,Purpose,Visits (000),Nights (000),Spend (£m),Sample
2021,Canada,UK,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,0.034447,5.752649,0.147984312,1
2021,Canada,UK,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.034447,1.03341,0.017740205,1
2021,Canada,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.145923,2.853046,0.128225947,2
2021,Canada,UK,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.130828,3.859426,0.095962338,2
2021,Canada,UK,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.065414,1.373694,0.00098121,1
2021,Canada,UK,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.080509,0.885599,0.001207635,1
2021,Canada,UK,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.080509,0.966108,0.041462135,1
2021,Canada,UK,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Business,0.034447,0.378917,0.069410705,1
2021,USA,Nigeria,Apr-Jun,Not Known,Air,Independent,Male,45-54,Transit,0,0,0.0006432,1
2021,USA,Nigeria,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0,1
2021,USA,Pakistan,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.056059,10.034561,0.006446785,1
2021,USA,India,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0.00246879,1
2021,USA,India,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.083506,1.67012,0.16826459,1
2021,USA,India,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Business,0.03927,0.74613,0.02022405,1
2021,USA,India,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Business,0.034447,2.75576,0.158628435,1
2021,USA,Israel,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.06561,1.18098,0.07138368,1
2021,USA,Israel,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Misc.,0.112287,0.112287,0.013699014,1
2021,USA,Other Middle East,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.080509,1.207635,0.001207635,1
2021,USA,United Arab Emirates,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.088324,1.32486,0.01898966,1
2021,USA,United Arab Emirates,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.088324,1.854804,0.00132486,1
2021,USA,United Arab Emirates,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.083506,5.594902,0.135446732,1
2021,USA,Australia,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.088324,1.854804,0.12497846,1
2021,USA,Australia,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Misc.,0.034447,5.408179,0.172751705,1
2021,USA,Australia,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.065414,3.859426,0.09910221,1
2021,USA,Australia,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,Business,0.034447,0.413364,0.034963705,1
2021,USA,Japan,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,VFR,0.034447,0.482258,0.050223726,1
2021,USA,Japan,Apr-Jun,1-3 nights,Air,Independent,Female,16-24,Misc.,0.085585,0.085585,0.001283775,1
2021,USA,Philippines,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.06561,9.05418,0.00754515,1
2021,USA,Indonesia,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0,1
2021,USA,Singapore,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.083506,11.356816,0.08475859,1
2021,USA,Other Central & South America,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Misc.,0.039788,0.039788,0.00059682,1
2021,USA,Brazil,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.034447,0.861175,0.004650345,1
2021,USA,Mexico,Apr-Jun,Not Known,Air,Independent,Female,35-44,Transit,0,0,0.001953708,1
2021,USA,Mexico,Apr-Jun,8-14 nights,Air,Independent,Female,55-64,Holiday,0.03927,0.54978,0.0345576,1
2021,USA,Mexico,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Misc.,0.088324,0.088324,0.02340586,1
2021,USA,Canada,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0,1
2021,USA,Canada,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,Misc.,0.03927,0.03927,0.00164934,1
2021,USA,USA,Apr-Jun,Not Known,Tunnel,Independent,Female,45-54,Transit,0,0,0.012643056,1
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Female,55-64,Transit,0,0,0.00086832,3
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Female,45-54,Transit,0,0,0.00182344,5
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Female,35-44,Transit,0,0,0,5
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Female,25-34,Transit,0,0,0.001370399,4
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Female,16-24,Transit,0,0,0.0001888,4
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Male,Not Known,Transit,0,0,0.001358816,1
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Male,65+,Transit,0,0,0.000168436,1
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Male,55-64,Transit,0,0,0.00193753,6
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Male,45-54,Transit,0,0,0.002349944,5
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0.019943893,8
2021,USA,USA,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0.013896922,8
2021,USA,USA,Apr-Jun,15+ nights,Tunnel,Independent,Male,45-54,Holiday,0.077633,4.036916,0.102165028,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Non-Independent,Female,65+,VFR,0.034447,0.723387,0.037409442,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Non-Independent,Female,16-24,Study,0.126754,21.167918,0.52919795,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Non-Independent,Male,65+,VFR,0.03927,0.82467,0.04951947,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Non-Independent,Male,45-54,VFR,0.034447,4.615898,0.061350107,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Non-Independent,Male,45-54,Business,0.065414,4.513566,0.330144458,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Non-Independent,Male,16-24,VFR,0.03927,1.84569,0.05647026,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Unknown,Not Known,VFR,0.09162,1.64916,0.09977418,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,Not Known,VFR,0.065414,10.269998,0.157843982,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.759721,22.381114,0.544553013,13
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,65+,Business,0.03927,0.82467,0.58963905,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,65+,Holiday,0.03927,0.58905,0.00058905,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,55-64,Misc.,0.065414,4.25191,0.00098121,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.736549,34.560886,1.067015716,13
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,55-64,Business,0.088324,1.678156,0.026408876,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Misc.,0.099861,17.476331,1.154942915,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.703444,13.364581,0.784467907,11
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Business,0.034447,1.687903,0.002962442,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,45-54,Holiday,0.176648,4.4162,0.194136152,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.899655,46.552579,1.033275375,13
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,35-44,Business,0.073717,1.174649,0.210468545,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Misc.,0.833408,21.375486,0.79357792,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Study,0.110589,26.688189,0.663399835,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,1.506065,88.750363,1.934169831,26
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Business,0.199722,7.378921,0.58350347,4
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Study,0.715099,80.3526,1.857737933,11
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,3.007538,387.341533,4.953690408,15
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Holiday,0.034447,0.551152,0.098242844,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,Not Known,VFR,0.11061,3.21245,0.107423802,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,65+,Misc.,0.099861,21.156915,0.515148261,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,65+,VFR,1.356422,94.355469,2.483353626,8
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,65+,Holiday,0.065414,3.139872,0.32805121,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,55-64,Misc.,0.083506,5.42789,0.50228859,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.916396,34.718001,1.511942703,14
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,55-64,Business,0.112987,16.334843,0.828837849,3
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,55-64,Holiday,0.114956,2.620758,0.654393644,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,1.8204,97.744362,1.534051434,17
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.231372,23.929145,1.042420735,3
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.674771,34.574998,1.540549025,9
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Business,0.103341,1.687903,0.184325897,3
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Holiday,0.080104,2.242912,0.08130556,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Misc.,0.03927,2.12058,0.08556933,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Study,0.117953,27.795062,0.402011619,2
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,1.238152,76.213881,1.511574245,21
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Business,0.268694,6.707387,1.25917241,4
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,25-34,Holiday,0.122806,25.912066,1.22990209,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Misc.,0.052224,0.835584,0.082566144,1
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Study,0.18819,47.30547,0.96803685,3
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.230689,13.238694,0.203823417,4
2021,USA,USA,Apr-Jun,15+ nights,Air,Independent,Male,16-24,Business,0.065414,1.112038,0.029043816,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Non-Independent,Male,45-54,Business,0.034447,0.378917,0.817875121,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Non-Independent,Male,25-34,Business,0.088324,0.794916,0.165695824,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,Not Known,VFR,0.034447,0.482258,0.02962442,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,65+,VFR,0.242912,2.66981,0.363348114,4
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,55-64,VFR,0.599244,6.826794,0.477172881,10
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,55-64,Business,0.083506,1.169084,0.01795379,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,1.190796,11.318797,2.133739828,9
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,VFR,0.837059,8.724398,0.53413317,12
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,Business,0.034447,0.378917,0.077540197,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,Holiday,0.034447,0.447811,0.010850805,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,VFR,0.669332,8.205892,0.463190508,11
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,Business,0.099861,0.902229,0.294107733,2
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Female,16-24,VFR,0.139131,1.586317,0.042995965,3
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,Not Known,Business,0.065414,0.719554,0.147246914,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,65+,VFR,0.352122,4.234859,0.162839005,7
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.469842,5.52302,0.293426779,8
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,Business,0.114956,1.057436,0.173386463,2
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,Holiday,0.073717,0.6979,0.108236555,2
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Misc.,0.065414,0.65414,0.06639521,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.572879,5.4798,0.255784307,9
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Business,0.24135,2.817306,0.1073428,4
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Holiday,0.074441,0.669969,0.075557615,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,Misc.,0.034447,0.482258,0.031897922,1
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.466414,5.021771,0.286005768,9
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,Business,0.327316,4.059004,0.758600317,6
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,VFR,0.738532,8.329158,1.09959676,11
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,Business,0.17183,1.7183,0.21856945,2
2021,USA,USA,Apr-Jun,8-14 nights,Air,Independent,Male,16-24,VFR,0.50493,6.013369,0.146815092,7
2021,USA,USA,Apr-Jun,4-7 nights,Tunnel,Independent,Male,25-34,Business,0.077633,0.388165,0.12188381,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Non-Independent,Female,25-34,VFR,0.065414,0.457898,0.050237952,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Non-Independent,Female,25-34,Business,0.065414,0.32707,0.085561512,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Non-Independent,Male,55-64,Business,0.076873,0.384365,0.100549884,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,65+,VFR,0.139131,0.765892,0.126993379,3
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,VFR,0.268616,1.480868,0.187524026,6
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,Holiday,0.065414,0.261656,0.00098121,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,45-54,VFR,0.065414,0.392484,0.043958208,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,45-54,Business,0.088324,0.529944,0.07198406,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,35-44,VFR,0.293498,1.887055,0.107352881,4
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,25-34,Misc.,0.065414,0.261656,0.00228949,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,25-34,VFR,0.425163,2.336747,0.538017745,5
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,16-24,VFR,0.134308,0.905709,0.075950746,3
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Female,16-24,Holiday,0.065414,0.457898,0.00621433,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,65+,VFR,0.080509,0.563563,0.021334885,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,Misc.,0.034447,0.172235,0.023492854,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,VFR,0.143335,0.745575,0.071280984,3
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,55-64,Business,0.263876,1.612963,0.255391155,4
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,VFR,0.170098,0.955174,0.17262787,3
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,45-54,Business,0.034447,0.137788,0.017740205,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,VFR,0.329048,1.96947,0.13597696,5
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,Business,0.099861,0.564719,0.141674869,2
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,VFR,0.165275,1.057064,0.275121397,3
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,Business,0.206024,0.88951,0.600948835,3
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,25-34,Holiday,0.065414,0.32707,0.04775222,1
2021,USA,USA,Apr-Jun,4-7 nights,Air,Independent,Male,16-24,VFR,0.130828,0.784968,0.03466942,2
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,55-64,Misc.,0.03927,0.03927,0.01040655,1
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,45-54,Misc.,0.468072,0.468072,0.062807663,7
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,Misc.,0.310147,0.310147,0.019555571,4
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,Business,0.065414,0.130828,0.042780756,1
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,Misc.,0.343517,0.343517,0.019519247,5
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,25-34,Business,0.065414,0.130828,0.09910221,1
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,16-24,Misc.,0.253207,0.297001,0.036007802,3
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Female,16-24,VFR,0.088324,0.176648,0.007595864,1
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,65+,Misc.,0.14892,0.14892,0.0180304,2
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,Misc.,0.489339,0.489339,0.05303351,7
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Misc.,0.578929,0.578929,0.050021432,8
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,VFR,0.104684,0.314052,0.03568509,2
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,Business,0.065414,0.130828,0.00752261,1
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Misc.,0.948286,1.269658,0.267874418,13
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,35-44,Business,0.076498,0.152996,0.01644707,1
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Misc.,0.439279,0.439279,0.064110277,6
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,VFR,0.134087,0.402261,0.048186595,2
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Business,0.034447,0.034447,0.007406105,1
2021,USA,USA,Apr-Jun,1-3 nights,Air,Independent,Male,16-24,Business,0.034447,0.103341,0.007406105,1
2021,USA,USA,Apr-Jun,Nil nights,Air,Independent,Male,65+,Misc.,0.03927,0,0.00844305,1
2021,USA,USA,Apr-Jun,Nil nights,Air,Independent,Male,35-44,VFR,0.767994,0,0.347901282,1
2021,USA,USA,Apr-Jun,Nil nights,Air,Independent,Male,25-34,Misc.,0.087285,0,0.00576081,1
2021,USA,Russia,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.034447,4.13364,0.069410705,1
2021,USA,Romania,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,Misc.,0.034447,0.034447,0.000516705,1
2021,USA,Croatia,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.074441,0.669969,0.001116615,1
2021,USA,Poland,Apr-Jun,1-3 nights,Air,Independent,Male,25-34,Misc.,0.12331,0.12331,0.0110979,1
2021,USA,Czech Republic,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.065414,0.719554,0.03368821,1
2021,USA,Turkey,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0,1
2021,USA,Irish Republic,Apr-Jun,Not Known,Air,Independent,Male,16-24,Transit,0,0,0.00696655,1
2021,USA,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.062199,4.664925,0.032032485,1
2021,USA,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Misc.,0.122806,1.964896,0.06324509,1
2021,USA,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.080104,1.922496,0.08130556,1
2021,USA,Irish Republic,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.065414,1.897006,0.16451621,1
2021,USA,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Female,25-34,VFR,0.03927,0.31416,0.00058905,1
2021,USA,Irish Republic,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.170899,2.392586,0.036743285,1
2021,USA,Sweden,Apr-Jun,4-7 nights,Air,Independent,Male,35-44,VFR,0.065414,0.261656,0.03368821,1
2021,USA,Spain,Apr-Jun,15+ nights,Air,Independent,Male,35-44,Misc.,0.034447,0.654493,0.155528205,1
2021,USA,Spain,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.093275,1.8655,0.281224125,1
2021,USA,Greece,Apr-Jun,8-14 nights,Air,Independent,Male,25-34,VFR,0.080509,1.127126,0.049513035,1
2021,USA,Netherlands,Apr-Jun,4-7 nights,Air,Independent,Male,16-24,VFR,0.076498,0.458988,0.00114747,1
2021,USA,Netherlands,Apr-Jun,1-3 nights,Air,Independent,Male,55-64,Business,0.065414,0.130828,0.03368821,1
2021,USA,Italy,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.03927,0.62832,0.08894655,1
2021,USA,Germany,Apr-Jun,Not Known,Air,Independent,Male,35-44,Transit,0,0,0.00071578,1
2021,USA,Germany,Apr-Jun,4-7 nights,Air,Independent,Female,55-64,VFR,0.065414,0.261656,0.04022961,1
2021,USA,France,Apr-Jun,15+ nights,Air,Non-Independent,Female,16-24,VFR,0.09162,2.84022,0.0948267,1
2021,USA,France,Apr-Jun,1-3 nights,Air,Independent,Female,35-44,VFR,0.074441,0.223323,0.028585344,1
2021,USA,France,Apr-Jun,1-3 nights,Air,Independent,Male,45-54,VFR,0.03927,0.07854,0.00058905,1
2021,USA,UK,Apr-Jun,Not Known,Tunnel,Independent,Female,45-54,Transit,0,0,0.002661696,1
2021,USA,UK,Apr-Jun,Not Known,Air,Independent,Male,25-34,Transit,0,0,0,1
2021,USA,UK,Apr-Jun,15+ nights,Sea,Independent,Male,55-64,VFR,0.315614,5.996666,0.51602889,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Non-Independent,Female,65+,VFR,0.080509,1.61018,0.096852327,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,Not Known,VFR,0.065414,1.242866,0.074964444,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,65+,VFR,0.130828,12.886558,0.19395251,2
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,55-64,VFR,0.20328,5.372808,0.0797335,3
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,55-64,Business,0.065414,2.158662,0.160329714,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,45-54,VFR,0.384673,30.5772,0.201459545,7
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,35-44,Misc.,0.088324,5.122792,0.17797286,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,35-44,VFR,0.068894,1.274539,0.036617161,2
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Misc.,0.080509,2.817815,0.078013221,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,25-34,Study,0.065414,13.606112,0.339694902,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,25-34,VFR,0.178924,9.032951,0.474456038,4
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,16-24,Misc.,0.034447,7.92281,0.000516705,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Female,16-24,VFR,0.114956,6.133556,0.07418244,2
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,55-64,Misc.,0.045358,0.997876,0.035016376,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,55-64,VFR,0.385302,16.706201,0.111438457,7
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,55-64,Business,0.034447,1.240092,0.000516705,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,VFR,0.237732,12.315046,0.432752436,4
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,45-54,Business,0.03927,0.7854,0.00907137,1
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,35-44,VFR,0.199989,4.889705,0.183442335,4
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,25-34,VFR,0.526545,24.019449,0.630937013,10
2021,USA,UK,Apr-Jun,15+ nights,Air,Independent,Male,16-24,VFR,0.628869,20.765266,0.444138579,5
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Female,65+,VFR,0.065414,0.850382,0.00098121,1
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Female,55-64,VFR,0.261656,3.074458,0.65642949,4
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,VFR,0.307964,3.044977,0.252707551,5
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Female,45-54,Holiday,0.065414,0.65414,0.01406401,1
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Female,35-44,VFR,0.265136,2.761661,0.184684399,5
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Male,55-64,VFR,0.145923,1.378721,0.127179505,2
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,VFR,0.206277,2.224964,0.066486855,3
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Male,45-54,Business,0.065414,0.65414,0.01406401,1
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,VFR,0.341113,3.4368,0.570730425,6
2021,USA,UK,Apr-Jun,8-14 nights,Air,Independent,Male,35-44,Business,0.034447,0.447811,0.052187205,1
